unit,ts,qty
1cc6ef77b35ec96d8d80f6637f3a5084,2021-03-29,0
1cc6ef77b35ec96d8d80f6637f3a5084,2021-04-05,0
1cc6ef77b35ec96d8d80f6637f3a5084,2021-04-12,0
1cc6ef77b35ec96d8d80f6637f3a5084,2021-04-19,0
1cc6ef77b35ec96d8d80f6637f3a5084,2021-04-26,0
1cc6ef77b35ec96d8d80f6637f3a5084,2021-05-03,0
1cc6ef77b35ec96d8d80f6637f3a5084,2021-05-10,0
1cc6ef77b35ec96d8d80f6637f3a5084,2021-05-17,0
1cc6ef77b35ec96d8d80f6637f3a5084,2021-05-24,0
1cc6ef77b35ec96d8d80f6637f3a5084,2021-05-31,0
1cc6ef77b35ec96d8d80f6637f3a5084,2021-06-07,0
1d25cec381a42b802338d0f5c1207a42,2021-03-08,4
1d25cec381a42b802338d0f5c1207a42,2021-03-15,0
1d25cec381a42b802338d0f5c1207a42,2021-03-22,6
1d25cec381a42b802338d0f5c1207a42,2021-03-29,68
1d25cec381a42b802338d0f5c1207a42,2021-04-05,47
1d25cec381a42b802338d0f5c1207a42,2021-04-12,23
1d25cec381a42b802338d0f5c1207a42,2021-04-19,31
1d25cec381a42b802338d0f5c1207a42,2021-04-26,26
1d25cec381a42b802338d0f5c1207a42,2021-05-03,42
1d25cec381a42b802338d0f5c1207a42,2021-05-10,22
1d25cec381a42b802338d0f5c1207a42,2021-05-17,21
1d25cec381a42b802338d0f5c1207a42,2021-05-24,24
1d25cec381a42b802338d0f5c1207a42,2021-05-31,0
1d25cec381a42b802338d0f5c1207a42,2021-06-07,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-03-08,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-03-15,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-03-22,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-03-29,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-04-05,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-04-12,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-04-19,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-04-26,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-05-03,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-05-10,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-05-17,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-05-24,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-05-31,0
1daec4b51aa36f6ddc1597d64e1bc42d,2021-06-07,0
1db8fe74e8a74be409c6da39a0e9860c,2021-03-08,0
1db8fe74e8a74be409c6da39a0e9860c,2021-03-15,0
1db8fe74e8a74be409c6da39a0e9860c,2021-03-22,0
1db8fe74e8a74be409c6da39a0e9860c,2021-03-29,0
1db8fe74e8a74be409c6da39a0e9860c,2021-04-05,0
1db8fe74e8a74be409c6da39a0e9860c,2021-04-12,10
1db8fe74e8a74be409c6da39a0e9860c,2021-04-19,0
1db8fe74e8a74be409c6da39a0e9860c,2021-04-26,0
1db8fe74e8a74be409c6da39a0e9860c,2021-05-03,0
1db8fe74e8a74be409c6da39a0e9860c,2021-05-10,0
1db8fe74e8a74be409c6da39a0e9860c,2021-05-17,0
1db8fe74e8a74be409c6da39a0e9860c,2021-05-24,0
1db8fe74e8a74be409c6da39a0e9860c,2021-05-31,0
1db8fe74e8a74be409c6da39a0e9860c,2021-06-07,0
1e80c228c3055b1029e2bd59c3541893,2021-03-08,0
1e80c228c3055b1029e2bd59c3541893,2021-03-15,0
1e80c228c3055b1029e2bd59c3541893,2021-03-22,0
1e80c228c3055b1029e2bd59c3541893,2021-03-29,0
1e80c228c3055b1029e2bd59c3541893,2021-04-05,0
1e80c228c3055b1029e2bd59c3541893,2021-04-12,0
1e80c228c3055b1029e2bd59c3541893,2021-04-19,0
1e80c228c3055b1029e2bd59c3541893,2021-04-26,0
1e80c228c3055b1029e2bd59c3541893,2021-05-03,0
1e80c228c3055b1029e2bd59c3541893,2021-05-10,0
1e80c228c3055b1029e2bd59c3541893,2021-05-17,0
1e80c228c3055b1029e2bd59c3541893,2021-05-24,0
1e80c228c3055b1029e2bd59c3541893,2021-05-31,0
1e80c228c3055b1029e2bd59c3541893,2021-06-07,0
1f051603fd6d1d9f1aed4e0cb9b22538,2021-03-08,0
1f051603fd6d1d9f1aed4e0cb9b22538,2021-03-15,0
1f051603fd6d1d9f1aed4e0cb9b22538,2021-03-22,0
1f051603fd6d1d9f1aed4e0cb9b22538,2021-03-29,0
1f051603fd6d1d9f1aed4e0cb9b22538,2021-04-05,0
1f051603fd6d1d9f1aed4e0cb9b22538,2021-04-12,0
1f051603fd6d1d9f1aed4e0cb9b22538,2021-04-19,0
1f051603fd6d1d9f1aed4e0cb9b22538,2021-04-26,0
1f051603fd6d1d9f1aed4e0cb9b22538,2021-05-03,18
1f051603fd6d1d9f1aed4e0cb9b22538,2021-05-10,0
1f051603fd6d1d9f1aed4e0cb9b22538,2021-05-17,0
1f051603fd6d1d9f1aed4e0cb9b22538,2021-05-24,0
1f051603fd6d1d9f1aed4e0cb9b22538,2021-05-31,0
1f051603fd6d1d9f1aed4e0cb9b22538,2021-06-07,0
1f3d0a0a616208b04f6444841c097e31,2021-03-08,0
1f3d0a0a616208b04f6444841c097e31,2021-03-15,0
1f3d0a0a616208b04f6444841c097e31,2021-03-22,0
1f3d0a0a616208b04f6444841c097e31,2021-03-29,0
1f3d0a0a616208b04f6444841c097e31,2021-04-05,0
1f3d0a0a616208b04f6444841c097e31,2021-04-12,0
1f3d0a0a616208b04f6444841c097e31,2021-04-19,0
1f3d0a0a616208b04f6444841c097e31,2021-04-26,0
1f3d0a0a616208b04f6444841c097e31,2021-05-03,0
1f3d0a0a616208b04f6444841c097e31,2021-05-10,0
1f3d0a0a616208b04f6444841c097e31,2021-05-17,0
1f3d0a0a616208b04f6444841c097e31,2021-05-24,0
1f3d0a0a616208b04f6444841c097e31,2021-05-31,0
1f3d0a0a616208b04f6444841c097e31,2021-06-07,0
1f9de601c4a4d3b2784678d711d0aba3,2021-03-08,0
1f9de601c4a4d3b2784678d711d0aba3,2021-03-15,0
1f9de601c4a4d3b2784678d711d0aba3,2021-03-22,0
1f9de601c4a4d3b2784678d711d0aba3,2021-03-29,0
1f9de601c4a4d3b2784678d711d0aba3,2021-04-05,0
1f9de601c4a4d3b2784678d711d0aba3,2021-04-12,0
1f9de601c4a4d3b2784678d711d0aba3,2021-04-19,0
1f9de601c4a4d3b2784678d711d0aba3,2021-04-26,296
1f9de601c4a4d3b2784678d711d0aba3,2021-05-03,433
1f9de601c4a4d3b2784678d711d0aba3,2021-05-10,-82
1f9de601c4a4d3b2784678d711d0aba3,2021-05-17,-573
1f9de601c4a4d3b2784678d711d0aba3,2021-05-24,-3
1f9de601c4a4d3b2784678d711d0aba3,2021-05-31,0
1f9de601c4a4d3b2784678d711d0aba3,2021-06-07,0
1fb8b75109e637f2a4d93b17d29bd03a,2021-03-08,0
1fb8b75109e637f2a4d93b17d29bd03a,2021-03-15,0
1fb8b75109e637f2a4d93b17d29bd03a,2021-03-22,0
1fb8b75109e637f2a4d93b17d29bd03a,2021-03-29,0
1fb8b75109e637f2a4d93b17d29bd03a,2021-04-05,0
1fb8b75109e637f2a4d93b17d29bd03a,2021-04-12,2
1fb8b75109e637f2a4d93b17d29bd03a,2021-04-19,0
1fb8b75109e637f2a4d93b17d29bd03a,2021-04-26,34
1fb8b75109e637f2a4d93b17d29bd03a,2021-05-03,1
1fb8b75109e637f2a4d93b17d29bd03a,2021-05-10,-47
1fb8b75109e637f2a4d93b17d29bd03a,2021-05-17,1
1fb8b75109e637f2a4d93b17d29bd03a,2021-05-24,0
1fb8b75109e637f2a4d93b17d29bd03a,2021-05-31,0
1fb8b75109e637f2a4d93b17d29bd03a,2021-06-07,0
1fec6bed2b768c10535793574ce02c1e,2021-03-08,0
1fec6bed2b768c10535793574ce02c1e,2021-03-15,2
1fec6bed2b768c10535793574ce02c1e,2021-03-22,0
1fec6bed2b768c10535793574ce02c1e,2021-03-29,0
1fec6bed2b768c10535793574ce02c1e,2021-04-05,13
1fec6bed2b768c10535793574ce02c1e,2021-04-12,11
1fec6bed2b768c10535793574ce02c1e,2021-04-19,3
1fec6bed2b768c10535793574ce02c1e,2021-04-26,-12
1fec6bed2b768c10535793574ce02c1e,2021-05-03,-1
1fec6bed2b768c10535793574ce02c1e,2021-05-10,1
1fec6bed2b768c10535793574ce02c1e,2021-05-17,7
1fec6bed2b768c10535793574ce02c1e,2021-05-24,1
1fec6bed2b768c10535793574ce02c1e,2021-05-31,0
1fec6bed2b768c10535793574ce02c1e,2021-06-07,0
202ac0ff9f60c7de31423ab773f7cac8,2021-03-08,0
202ac0ff9f60c7de31423ab773f7cac8,2021-03-15,0
202ac0ff9f60c7de31423ab773f7cac8,2021-03-22,0
202ac0ff9f60c7de31423ab773f7cac8,2021-03-29,0
202ac0ff9f60c7de31423ab773f7cac8,2021-04-05,0
202ac0ff9f60c7de31423ab773f7cac8,2021-04-12,0
202ac0ff9f60c7de31423ab773f7cac8,2021-04-19,0
202ac0ff9f60c7de31423ab773f7cac8,2021-04-26,0
202ac0ff9f60c7de31423ab773f7cac8,2021-05-03,0
202ac0ff9f60c7de31423ab773f7cac8,2021-05-10,0
202ac0ff9f60c7de31423ab773f7cac8,2021-05-17,0
202ac0ff9f60c7de31423ab773f7cac8,2021-05-24,0
202ac0ff9f60c7de31423ab773f7cac8,2021-05-31,0
202ac0ff9f60c7de31423ab773f7cac8,2021-06-07,0
206d9cc1a5f2ede760910e6dd4440fd2,2021-03-08,0
206d9cc1a5f2ede760910e6dd4440fd2,2021-03-15,0
206d9cc1a5f2ede760910e6dd4440fd2,2021-03-22,0
206d9cc1a5f2ede760910e6dd4440fd2,2021-03-29,0
206d9cc1a5f2ede760910e6dd4440fd2,2021-04-05,0
206d9cc1a5f2ede760910e6dd4440fd2,2021-04-12,0
206d9cc1a5f2ede760910e6dd4440fd2,2021-04-19,0
206d9cc1a5f2ede760910e6dd4440fd2,2021-04-26,0
206d9cc1a5f2ede760910e6dd4440fd2,2021-05-03,0
206d9cc1a5f2ede760910e6dd4440fd2,2021-05-10,0
206d9cc1a5f2ede760910e6dd4440fd2,2021-05-17,237
206d9cc1a5f2ede760910e6dd4440fd2,2021-05-24,0
206d9cc1a5f2ede760910e6dd4440fd2,2021-05-31,0
206d9cc1a5f2ede760910e6dd4440fd2,2021-06-07,0
22070d5ab49dbc8ec50e893dafcde106,2021-03-08,0
22070d5ab49dbc8ec50e893dafcde106,2021-03-15,0
22070d5ab49dbc8ec50e893dafcde106,2021-03-22,0
22070d5ab49dbc8ec50e893dafcde106,2021-03-29,0
22070d5ab49dbc8ec50e893dafcde106,2021-04-05,0
22070d5ab49dbc8ec50e893dafcde106,2021-04-12,0
22070d5ab49dbc8ec50e893dafcde106,2021-04-19,0
22070d5ab49dbc8ec50e893dafcde106,2021-04-26,0
22070d5ab49dbc8ec50e893dafcde106,2021-05-03,0
22070d5ab49dbc8ec50e893dafcde106,2021-05-10,0
22070d5ab49dbc8ec50e893dafcde106,2021-05-17,0
22070d5ab49dbc8ec50e893dafcde106,2021-05-24,0
22070d5ab49dbc8ec50e893dafcde106,2021-05-31,0
22070d5ab49dbc8ec50e893dafcde106,2021-06-07,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-03-08,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-03-15,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-03-22,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-03-29,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-04-05,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-04-12,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-04-19,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-04-26,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-05-03,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-05-10,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-05-17,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-05-24,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-05-31,0
22c009f7ffbadd773cb9b6d8f6e703cf,2021-06-07,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-03-08,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-03-15,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-03-22,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-03-29,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-04-05,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-04-12,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-04-19,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-04-26,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-05-03,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-05-10,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-05-17,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-05-24,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-05-31,0
22d5d4d6e9b6772911a93642be9ca5d6,2021-06-07,0
232ec3966a318969eec46ad5647da2f8,2021-03-08,0
232ec3966a318969eec46ad5647da2f8,2021-03-15,0
232ec3966a318969eec46ad5647da2f8,2021-03-22,0
232ec3966a318969eec46ad5647da2f8,2021-03-29,0
232ec3966a318969eec46ad5647da2f8,2021-04-05,0
232ec3966a318969eec46ad5647da2f8,2021-04-12,0
232ec3966a318969eec46ad5647da2f8,2021-04-19,0
232ec3966a318969eec46ad5647da2f8,2021-04-26,0
232ec3966a318969eec46ad5647da2f8,2021-05-03,0
232ec3966a318969eec46ad5647da2f8,2021-05-10,0
232ec3966a318969eec46ad5647da2f8,2021-05-17,0
232ec3966a318969eec46ad5647da2f8,2021-05-24,0
232ec3966a318969eec46ad5647da2f8,2021-05-31,0
232ec3966a318969eec46ad5647da2f8,2021-06-07,0
24439a726c82f38b810ffba50fd1bb8b,2021-03-08,0
24439a726c82f38b810ffba50fd1bb8b,2021-03-15,0
24439a726c82f38b810ffba50fd1bb8b,2021-03-22,0
24439a726c82f38b810ffba50fd1bb8b,2021-03-29,0
24439a726c82f38b810ffba50fd1bb8b,2021-04-05,0
24439a726c82f38b810ffba50fd1bb8b,2021-04-12,0
24439a726c82f38b810ffba50fd1bb8b,2021-04-19,0
24439a726c82f38b810ffba50fd1bb8b,2021-04-26,0
24439a726c82f38b810ffba50fd1bb8b,2021-05-03,0
24439a726c82f38b810ffba50fd1bb8b,2021-05-10,0
24439a726c82f38b810ffba50fd1bb8b,2021-05-17,0
24439a726c82f38b810ffba50fd1bb8b,2021-05-24,0
24439a726c82f38b810ffba50fd1bb8b,2021-05-31,0
24439a726c82f38b810ffba50fd1bb8b,2021-06-07,0
247701c915f0a83f5bba357cf59437ae,2021-03-08,0
247701c915f0a83f5bba357cf59437ae,2021-03-15,0
247701c915f0a83f5bba357cf59437ae,2021-03-22,0
247701c915f0a83f5bba357cf59437ae,2021-03-29,0
247701c915f0a83f5bba357cf59437ae,2021-04-05,0
247701c915f0a83f5bba357cf59437ae,2021-04-12,0
247701c915f0a83f5bba357cf59437ae,2021-04-19,0
247701c915f0a83f5bba357cf59437ae,2021-04-26,0
247701c915f0a83f5bba357cf59437ae,2021-05-03,0
247701c915f0a83f5bba357cf59437ae,2021-05-10,0
247701c915f0a83f5bba357cf59437ae,2021-05-17,0
247701c915f0a83f5bba357cf59437ae,2021-05-24,0
247701c915f0a83f5bba357cf59437ae,2021-05-31,0
247701c915f0a83f5bba357cf59437ae,2021-06-07,0
24ab65fa26a75084e1d376f389396f04,2021-03-08,16
24ab65fa26a75084e1d376f389396f04,2021-03-15,-13
24ab65fa26a75084e1d376f389396f04,2021-03-22,1
24ab65fa26a75084e1d376f389396f04,2021-03-29,-1
24ab65fa26a75084e1d376f389396f04,2021-04-05,0
24ab65fa26a75084e1d376f389396f04,2021-04-12,1
24ab65fa26a75084e1d376f389396f04,2021-04-19,0
24ab65fa26a75084e1d376f389396f04,2021-04-26,0
24ab65fa26a75084e1d376f389396f04,2021-05-03,0
24ab65fa26a75084e1d376f389396f04,2021-05-10,1
24ab65fa26a75084e1d376f389396f04,2021-05-17,4
24ab65fa26a75084e1d376f389396f04,2021-05-24,0
24ab65fa26a75084e1d376f389396f04,2021-05-31,0
24ab65fa26a75084e1d376f389396f04,2021-06-07,0
25bef70232924564d082fb5acb0b4262,2021-03-08,0
25bef70232924564d082fb5acb0b4262,2021-03-15,0
25bef70232924564d082fb5acb0b4262,2021-03-22,0
25bef70232924564d082fb5acb0b4262,2021-03-29,0
25bef70232924564d082fb5acb0b4262,2021-04-05,0
25bef70232924564d082fb5acb0b4262,2021-04-12,0
25bef70232924564d082fb5acb0b4262,2021-04-19,0
25bef70232924564d082fb5acb0b4262,2021-04-26,0
25bef70232924564d082fb5acb0b4262,2021-05-03,0
25bef70232924564d082fb5acb0b4262,2021-05-10,0
25bef70232924564d082fb5acb0b4262,2021-05-17,0
25bef70232924564d082fb5acb0b4262,2021-05-24,0
25bef70232924564d082fb5acb0b4262,2021-05-31,0
25bef70232924564d082fb5acb0b4262,2021-06-07,0
260025548dd39f2422a39eefbb05038b,2021-03-08,0
260025548dd39f2422a39eefbb05038b,2021-03-15,0
260025548dd39f2422a39eefbb05038b,2021-03-22,-1
260025548dd39f2422a39eefbb05038b,2021-03-29,0
260025548dd39f2422a39eefbb05038b,2021-04-05,0
260025548dd39f2422a39eefbb05038b,2021-04-12,0
260025548dd39f2422a39eefbb05038b,2021-04-19,0
260025548dd39f2422a39eefbb05038b,2021-04-26,0
260025548dd39f2422a39eefbb05038b,2021-05-03,0
260025548dd39f2422a39eefbb05038b,2021-05-10,0
260025548dd39f2422a39eefbb05038b,2021-05-17,0
260025548dd39f2422a39eefbb05038b,2021-05-24,0
260025548dd39f2422a39eefbb05038b,2021-05-31,0
260025548dd39f2422a39eefbb05038b,2021-06-07,0
26098db7d7f9fd0c659233efd0ed4090,2021-03-08,0
26098db7d7f9fd0c659233efd0ed4090,2021-03-15,0
26098db7d7f9fd0c659233efd0ed4090,2021-03-22,0
26098db7d7f9fd0c659233efd0ed4090,2021-03-29,0
26098db7d7f9fd0c659233efd0ed4090,2021-04-05,0
26098db7d7f9fd0c659233efd0ed4090,2021-04-12,0
26098db7d7f9fd0c659233efd0ed4090,2021-04-19,0
26098db7d7f9fd0c659233efd0ed4090,2021-04-26,0
26098db7d7f9fd0c659233efd0ed4090,2021-05-03,0
26098db7d7f9fd0c659233efd0ed4090,2021-05-10,0
26098db7d7f9fd0c659233efd0ed4090,2021-05-17,0
26098db7d7f9fd0c659233efd0ed4090,2021-05-24,0
26098db7d7f9fd0c659233efd0ed4090,2021-05-31,0
26098db7d7f9fd0c659233efd0ed4090,2021-06-07,0
270f0330fb60c9cd545df13394db06ee,2021-03-08,0
270f0330fb60c9cd545df13394db06ee,2021-03-15,0
270f0330fb60c9cd545df13394db06ee,2021-03-22,0
270f0330fb60c9cd545df13394db06ee,2021-03-29,0
270f0330fb60c9cd545df13394db06ee,2021-04-05,0
270f0330fb60c9cd545df13394db06ee,2021-04-12,0
270f0330fb60c9cd545df13394db06ee,2021-04-19,0
270f0330fb60c9cd545df13394db06ee,2021-04-26,0
270f0330fb60c9cd545df13394db06ee,2021-05-03,0
270f0330fb60c9cd545df13394db06ee,2021-05-10,0
270f0330fb60c9cd545df13394db06ee,2021-05-17,0
270f0330fb60c9cd545df13394db06ee,2021-05-24,0
270f0330fb60c9cd545df13394db06ee,2021-05-31,0
270f0330fb60c9cd545df13394db06ee,2021-06-07,0
272e0dafe51e776feb91cd795fea9908,2021-03-08,0
272e0dafe51e776feb91cd795fea9908,2021-03-15,0
272e0dafe51e776feb91cd795fea9908,2021-03-22,0
272e0dafe51e776feb91cd795fea9908,2021-03-29,346
272e0dafe51e776feb91cd795fea9908,2021-04-05,52
272e0dafe51e776feb91cd795fea9908,2021-04-12,590
272e0dafe51e776feb91cd795fea9908,2021-04-19,157
272e0dafe51e776feb91cd795fea9908,2021-04-26,254
272e0dafe51e776feb91cd795fea9908,2021-05-03,294
272e0dafe51e776feb91cd795fea9908,2021-05-10,408
272e0dafe51e776feb91cd795fea9908,2021-05-17,-84
272e0dafe51e776feb91cd795fea9908,2021-05-24,80
272e0dafe51e776feb91cd795fea9908,2021-05-31,0
272e0dafe51e776feb91cd795fea9908,2021-06-07,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-03-08,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-03-15,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-03-22,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-03-29,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-04-05,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-04-12,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-04-19,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-04-26,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-05-03,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-05-10,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-05-17,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-05-24,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-05-31,0
27323c54d7e0f10adeb0ab68fa4e3e6c,2021-06-07,0
27678e453a20126fee7e719fb4b6f933,2021-03-08,0
27678e453a20126fee7e719fb4b6f933,2021-03-15,0
27678e453a20126fee7e719fb4b6f933,2021-03-22,0
27678e453a20126fee7e719fb4b6f933,2021-03-29,0
27678e453a20126fee7e719fb4b6f933,2021-04-05,0
27678e453a20126fee7e719fb4b6f933,2021-04-12,0
27678e453a20126fee7e719fb4b6f933,2021-04-19,0
27678e453a20126fee7e719fb4b6f933,2021-04-26,0
27678e453a20126fee7e719fb4b6f933,2021-05-03,0
27678e453a20126fee7e719fb4b6f933,2021-05-10,0
27678e453a20126fee7e719fb4b6f933,2021-05-17,0
27678e453a20126fee7e719fb4b6f933,2021-05-24,0
27678e453a20126fee7e719fb4b6f933,2021-05-31,0
27678e453a20126fee7e719fb4b6f933,2021-06-07,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-03-08,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-03-15,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-03-22,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-03-29,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-04-05,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-04-12,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-04-19,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-04-26,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-05-03,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-05-10,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-05-17,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-05-24,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-05-31,0
283e7fc13b6cdd5a85deeb9a07bfabea,2021-06-07,0
29039f9405fcd50ffe8292e29b7f6657,2021-03-08,0
29039f9405fcd50ffe8292e29b7f6657,2021-03-15,0
29039f9405fcd50ffe8292e29b7f6657,2021-03-22,0
29039f9405fcd50ffe8292e29b7f6657,2021-03-29,0
29039f9405fcd50ffe8292e29b7f6657,2021-04-05,0
29039f9405fcd50ffe8292e29b7f6657,2021-04-12,0
29039f9405fcd50ffe8292e29b7f6657,2021-04-19,0
29039f9405fcd50ffe8292e29b7f6657,2021-04-26,0
29039f9405fcd50ffe8292e29b7f6657,2021-05-03,292
29039f9405fcd50ffe8292e29b7f6657,2021-05-10,-41
29039f9405fcd50ffe8292e29b7f6657,2021-05-17,-63
29039f9405fcd50ffe8292e29b7f6657,2021-05-24,-37
29039f9405fcd50ffe8292e29b7f6657,2021-05-31,0
29039f9405fcd50ffe8292e29b7f6657,2021-06-07,0
2915c6fb8ae822bb89e8a80dc4076723,2021-03-08,0
2915c6fb8ae822bb89e8a80dc4076723,2021-03-15,0
2915c6fb8ae822bb89e8a80dc4076723,2021-03-22,0
2915c6fb8ae822bb89e8a80dc4076723,2021-03-29,0
2915c6fb8ae822bb89e8a80dc4076723,2021-04-05,0
2915c6fb8ae822bb89e8a80dc4076723,2021-04-12,0
2915c6fb8ae822bb89e8a80dc4076723,2021-04-19,0
2915c6fb8ae822bb89e8a80dc4076723,2021-04-26,0
2915c6fb8ae822bb89e8a80dc4076723,2021-05-03,0
2915c6fb8ae822bb89e8a80dc4076723,2021-05-10,0
2915c6fb8ae822bb89e8a80dc4076723,2021-05-17,0
2915c6fb8ae822bb89e8a80dc4076723,2021-05-24,0
2915c6fb8ae822bb89e8a80dc4076723,2021-05-31,0
2915c6fb8ae822bb89e8a80dc4076723,2021-06-07,0
29b5fe79074a22aa11be367a6f23e6ce,2021-03-08,0
29b5fe79074a22aa11be367a6f23e6ce,2021-03-15,0
29b5fe79074a22aa11be367a6f23e6ce,2021-03-22,0
29b5fe79074a22aa11be367a6f23e6ce,2021-03-29,0
29b5fe79074a22aa11be367a6f23e6ce,2021-04-05,0
29b5fe79074a22aa11be367a6f23e6ce,2021-04-12,0
29b5fe79074a22aa11be367a6f23e6ce,2021-04-19,0
29b5fe79074a22aa11be367a6f23e6ce,2021-04-26,0
29b5fe79074a22aa11be367a6f23e6ce,2021-05-03,0
29b5fe79074a22aa11be367a6f23e6ce,2021-05-10,0
29b5fe79074a22aa11be367a6f23e6ce,2021-05-17,0
29b5fe79074a22aa11be367a6f23e6ce,2021-05-24,0
29b5fe79074a22aa11be367a6f23e6ce,2021-05-31,0
29b5fe79074a22aa11be367a6f23e6ce,2021-06-07,0
29d1252cea047eadafdcd305e4d4884c,2021-03-08,0
29d1252cea047eadafdcd305e4d4884c,2021-03-15,0
29d1252cea047eadafdcd305e4d4884c,2021-03-22,0
29d1252cea047eadafdcd305e4d4884c,2021-03-29,0
29d1252cea047eadafdcd305e4d4884c,2021-04-05,0
29d1252cea047eadafdcd305e4d4884c,2021-04-12,0
29d1252cea047eadafdcd305e4d4884c,2021-04-19,0
29d1252cea047eadafdcd305e4d4884c,2021-04-26,0
29d1252cea047eadafdcd305e4d4884c,2021-05-03,0
29d1252cea047eadafdcd305e4d4884c,2021-05-10,0
29d1252cea047eadafdcd305e4d4884c,2021-05-17,0
29d1252cea047eadafdcd305e4d4884c,2021-05-24,0
29d1252cea047eadafdcd305e4d4884c,2021-05-31,0
29d1252cea047eadafdcd305e4d4884c,2021-06-07,0
2a24a4544798bfb68f108883510b11f4,2021-03-08,0
2a24a4544798bfb68f108883510b11f4,2021-03-15,0
2a24a4544798bfb68f108883510b11f4,2021-03-22,0
2a24a4544798bfb68f108883510b11f4,2021-03-29,0
2a24a4544798bfb68f108883510b11f4,2021-04-05,0
2a24a4544798bfb68f108883510b11f4,2021-04-12,0
2a24a4544798bfb68f108883510b11f4,2021-04-19,0
2a24a4544798bfb68f108883510b11f4,2021-04-26,0
2a24a4544798bfb68f108883510b11f4,2021-05-03,7
2a24a4544798bfb68f108883510b11f4,2021-05-10,0
2a24a4544798bfb68f108883510b11f4,2021-05-17,0
2a24a4544798bfb68f108883510b11f4,2021-05-24,0
2a24a4544798bfb68f108883510b11f4,2021-05-31,0
2a24a4544798bfb68f108883510b11f4,2021-06-07,0
2aa0a69e9630a8c74bb67c5f779f657b,2021-03-08,0
2aa0a69e9630a8c74bb67c5f779f657b,2021-03-15,0
2aa0a69e9630a8c74bb67c5f779f657b,2021-03-22,0
