,unit,ts,qty
27,5f4ce197bc466c485aea3b3fd2387ce5,2021-03-29,0.0
34,5f4ce197bc466c485aea3b3fd2387ce5,2021-04-05,0.0
41,5f4ce197bc466c485aea3b3fd2387ce5,2021-04-12,0.0
48,5f4ce197bc466c485aea3b3fd2387ce5,2021-04-19,0.0
55,5f4ce197bc466c485aea3b3fd2387ce5,2021-04-26,0.0
62,5f4ce197bc466c485aea3b3fd2387ce5,2021-05-03,144.66666666667516
69,5f4ce197bc466c485aea3b3fd2387ce5,2021-05-10,37.83333333333303
76,5f4ce197bc466c485aea3b3fd2387ce5,2021-05-17,125.99999999999636
83,5f4ce197bc466c485aea3b3fd2387ce5,2021-05-24,629.8333333333376
90,5f4ce197bc466c485aea3b3fd2387ce5,2021-05-31,0.0
97,5f4ce197bc466c485aea3b3fd2387ce5,2021-06-07,0.0
6,14d55f2088bd7ffe66fd268b695b9fe7,2021-03-08,162.429470486112
13,14d55f2088bd7ffe66fd268b695b9fe7,2021-03-15,0.0
20,14d55f2088bd7ffe66fd268b695b9fe7,2021-03-22,2377.9568142361113
27,14d55f2088bd7ffe66fd268b695b9fe7,2021-03-29,6.16373697916606
34,14d55f2088bd7ffe66fd268b695b9fe7,2021-04-05,0.0
41,14d55f2088bd7ffe66fd268b695b9fe7,2021-04-12,0.0
48,14d55f2088bd7ffe66fd268b695b9fe7,2021-04-19,0.0
55,14d55f2088bd7ffe66fd268b695b9fe7,2021-04-26,0.0
62,14d55f2088bd7ffe66fd268b695b9fe7,2021-05-03,0.0
69,14d55f2088bd7ffe66fd268b695b9fe7,2021-05-10,0.0
76,14d55f2088bd7ffe66fd268b695b9fe7,2021-05-17,0.0
83,14d55f2088bd7ffe66fd268b695b9fe7,2021-05-24,0.0
90,14d55f2088bd7ffe66fd268b695b9fe7,2021-05-31,0.0
97,14d55f2088bd7ffe66fd268b695b9fe7,2021-06-07,0.0
6,85e12a50863f2e73ae23f4cd54a9baf4,2021-03-08,348.3333333332921
13,85e12a50863f2e73ae23f4cd54a9baf4,2021-03-15,65.0
20,85e12a50863f2e73ae23f4cd54a9baf4,2021-03-22,94.83333333337214
27,85e12a50863f2e73ae23f4cd54a9baf4,2021-03-29,0.0
34,85e12a50863f2e73ae23f4cd54a9baf4,2021-04-05,0.0
41,85e12a50863f2e73ae23f4cd54a9baf4,2021-04-12,0.0
48,85e12a50863f2e73ae23f4cd54a9baf4,2021-04-19,2496.1666666666715
55,85e12a50863f2e73ae23f4cd54a9baf4,2021-04-26,0.0
62,85e12a50863f2e73ae23f4cd54a9baf4,2021-05-03,0.0
69,85e12a50863f2e73ae23f4cd54a9baf4,2021-05-10,0.0
76,85e12a50863f2e73ae23f4cd54a9baf4,2021-05-17,0.0
83,85e12a50863f2e73ae23f4cd54a9baf4,2021-05-24,0.0
90,85e12a50863f2e73ae23f4cd54a9baf4,2021-05-31,0.0
97,85e12a50863f2e73ae23f4cd54a9baf4,2021-06-07,0.0
6,d1048f0fa201acd603fc629751fd5e6e,2021-03-08,683.6666666666843
13,d1048f0fa201acd603fc629751fd5e6e,2021-03-15,0.0
20,d1048f0fa201acd603fc629751fd5e6e,2021-03-22,0.0
27,d1048f0fa201acd603fc629751fd5e6e,2021-03-29,298.6666666666406
34,d1048f0fa201acd603fc629751fd5e6e,2021-04-05,0.0
41,d1048f0fa201acd603fc629751fd5e6e,2021-04-12,1037.0000000000343
48,d1048f0fa201acd603fc629751fd5e6e,2021-04-19,122.66666666666629
55,d1048f0fa201acd603fc629751fd5e6e,2021-04-26,0.0
62,d1048f0fa201acd603fc629751fd5e6e,2021-05-03,0.0
69,d1048f0fa201acd603fc629751fd5e6e,2021-05-10,0.0
76,d1048f0fa201acd603fc629751fd5e6e,2021-05-17,0.0
83,d1048f0fa201acd603fc629751fd5e6e,2021-05-24,0.0
90,d1048f0fa201acd603fc629751fd5e6e,2021-05-31,0.0
97,d1048f0fa201acd603fc629751fd5e6e,2021-06-07,207.66666666662422
6,3c658b44b2425371e4e40dfe7388a9b6,2021-03-08,70.38574218750034
13,3c658b44b2425371e4e40dfe7388a9b6,2021-03-15,0.0
20,3c658b44b2425371e4e40dfe7388a9b6,2021-03-22,0.0
27,3c658b44b2425371e4e40dfe7388a9b6,2021-03-29,0.0
34,3c658b44b2425371e4e40dfe7388a9b6,2021-04-05,0.0
41,3c658b44b2425371e4e40dfe7388a9b6,2021-04-12,0.0
48,3c658b44b2425371e4e40dfe7388a9b6,2021-04-19,0.0
55,3c658b44b2425371e4e40dfe7388a9b6,2021-04-26,0.0
62,3c658b44b2425371e4e40dfe7388a9b6,2021-05-03,45.092230902777885
69,3c658b44b2425371e4e40dfe7388a9b6,2021-05-10,6.057400173610972
76,3c658b44b2425371e4e40dfe7388a9b6,2021-05-17,0.0
83,3c658b44b2425371e4e40dfe7388a9b6,2021-05-24,102.69422743055566
90,3c658b44b2425371e4e40dfe7388a9b6,2021-05-31,0.0
97,3c658b44b2425371e4e40dfe7388a9b6,2021-06-07,0.0
6,e26351202ab5bad9c844137d9b1e239a,2021-03-08,1517.6000000000201
13,e26351202ab5bad9c844137d9b1e239a,2021-03-15,1450.3999999999799
20,e26351202ab5bad9c844137d9b1e239a,2021-03-22,865.99999999996
27,e26351202ab5bad9c844137d9b1e239a,2021-03-29,0.0
34,e26351202ab5bad9c844137d9b1e239a,2021-04-05,0.0
41,e26351202ab5bad9c844137d9b1e239a,2021-04-12,1042.8000000000393
48,e26351202ab5bad9c844137d9b1e239a,2021-04-19,635.7999999999993
55,e26351202ab5bad9c844137d9b1e239a,2021-04-26,0.0
62,e26351202ab5bad9c844137d9b1e239a,2021-05-03,791.6000000000022
69,e26351202ab5bad9c844137d9b1e239a,2021-05-10,1771.5999999999003
76,e26351202ab5bad9c844137d9b1e239a,2021-05-17,1053.6000000000063
83,e26351202ab5bad9c844137d9b1e239a,2021-05-24,0.0
90,e26351202ab5bad9c844137d9b1e239a,2021-05-31,0.0
97,e26351202ab5bad9c844137d9b1e239a,2021-06-07,3738.2000000001567
6,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-03-08,175.6666666666606
13,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-03-15,0.0
20,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-03-22,84.66666666666424
27,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-03-29,112.00000000001273
34,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-04-05,18.333333333333485
41,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-04-12,0.0
48,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-04-19,0.0
55,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-04-26,149.66666666666282
62,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-05-03,7.33333333333303
69,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-05-10,0.0
76,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-05-17,486.00000000000415
83,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-05-24,50.333333333333485
90,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-05-31,0.0
97,0e06d1c7d6e3c7dfa4c443406e26cbeb,2021-06-07,491.33333333332484
6,a6ff751d4b22fd13e2c00f86218eb6af,2021-03-08,23.400000000000205
13,a6ff751d4b22fd13e2c00f86218eb6af,2021-03-15,0.0
20,a6ff751d4b22fd13e2c00f86218eb6af,2021-03-22,0.0
27,a6ff751d4b22fd13e2c00f86218eb6af,2021-03-29,32.599999999999795
34,a6ff751d4b22fd13e2c00f86218eb6af,2021-04-05,6.39999999999992
41,a6ff751d4b22fd13e2c00f86218eb6af,2021-04-12,0.0
48,a6ff751d4b22fd13e2c00f86218eb6af,2021-04-19,0.0
55,a6ff751d4b22fd13e2c00f86218eb6af,2021-04-26,0.0
62,a6ff751d4b22fd13e2c00f86218eb6af,2021-05-03,0.0
69,a6ff751d4b22fd13e2c00f86218eb6af,2021-05-10,0.0
76,a6ff751d4b22fd13e2c00f86218eb6af,2021-05-17,0.0
83,a6ff751d4b22fd13e2c00f86218eb6af,2021-05-24,65.80000000000007
90,a6ff751d4b22fd13e2c00f86218eb6af,2021-05-31,15.999999999999943
97,a6ff751d4b22fd13e2c00f86218eb6af,2021-06-07,0.0
6,60f912eec51c7c50bfb969aebc28b2dc,2021-03-08,68.16666666667061
13,60f912eec51c7c50bfb969aebc28b2dc,2021-03-15,0.0
20,60f912eec51c7c50bfb969aebc28b2dc,2021-03-22,0.0
27,60f912eec51c7c50bfb969aebc28b2dc,2021-03-29,0.0
34,60f912eec51c7c50bfb969aebc28b2dc,2021-04-05,0.0
41,60f912eec51c7c50bfb969aebc28b2dc,2021-04-12,515.1666666666761
48,60f912eec51c7c50bfb969aebc28b2dc,2021-04-19,0.0
55,60f912eec51c7c50bfb969aebc28b2dc,2021-04-26,0.0
62,60f912eec51c7c50bfb969aebc28b2dc,2021-05-03,45.99999999999545
69,60f912eec51c7c50bfb969aebc28b2dc,2021-05-10,0.0
76,60f912eec51c7c50bfb969aebc28b2dc,2021-05-17,0.0
83,60f912eec51c7c50bfb969aebc28b2dc,2021-05-24,197.66666666665333
90,60f912eec51c7c50bfb969aebc28b2dc,2021-05-31,0.0
97,60f912eec51c7c50bfb969aebc28b2dc,2021-06-07,0.0
6,06a1663a9db6e5f83e1c996f2b59b6f6,2021-03-08,24.161675347220978
13,06a1663a9db6e5f83e1c996f2b59b6f6,2021-03-15,3.800455729167993
20,06a1663a9db6e5f83e1c996f2b59b6f6,2021-03-22,47.560872395833314
27,06a1663a9db6e5f83e1c996f2b59b6f6,2021-03-29,2.4685329861111995
34,06a1663a9db6e5f83e1c996f2b59b6f6,2021-04-05,0.0
41,06a1663a9db6e5f83e1c996f2b59b6f6,2021-04-12,0.0
48,06a1663a9db6e5f83e1c996f2b59b6f6,2021-04-19,0.0
55,06a1663a9db6e5f83e1c996f2b59b6f6,2021-04-26,0.0
62,06a1663a9db6e5f83e1c996f2b59b6f6,2021-05-03,0.0
69,06a1663a9db6e5f83e1c996f2b59b6f6,2021-05-10,0.0
76,06a1663a9db6e5f83e1c996f2b59b6f6,2021-05-17,0.0
83,06a1663a9db6e5f83e1c996f2b59b6f6,2021-05-24,0.0
90,06a1663a9db6e5f83e1c996f2b59b6f6,2021-05-31,10.6846788194444
97,06a1663a9db6e5f83e1c996f2b59b6f6,2021-06-07,40.6103515625
6,c65c4cf0bb46d35f689aeb306e2e1c12,2021-03-08,0.0
13,c65c4cf0bb46d35f689aeb306e2e1c12,2021-03-15,0.0
20,c65c4cf0bb46d35f689aeb306e2e1c12,2021-03-22,0.0
27,c65c4cf0bb46d35f689aeb306e2e1c12,2021-03-29,0.0
34,c65c4cf0bb46d35f689aeb306e2e1c12,2021-04-05,0.0
41,c65c4cf0bb46d35f689aeb306e2e1c12,2021-04-12,0.0
48,c65c4cf0bb46d35f689aeb306e2e1c12,2021-04-19,0.0
55,c65c4cf0bb46d35f689aeb306e2e1c12,2021-04-26,114.4326171875
62,c65c4cf0bb46d35f689aeb306e2e1c12,2021-05-03,11.107855902777828
69,c65c4cf0bb46d35f689aeb306e2e1c12,2021-05-10,0.0
76,c65c4cf0bb46d35f689aeb306e2e1c12,2021-05-17,1433.2557508680557
83,c65c4cf0bb46d35f689aeb306e2e1c12,2021-05-24,0.0
90,c65c4cf0bb46d35f689aeb306e2e1c12,2021-05-31,0.0
97,c65c4cf0bb46d35f689aeb306e2e1c12,2021-06-07,0.0
6,e965d1447d42a1739c90e381433d037a,2021-03-08,238.5841013590491
13,e965d1447d42a1739c90e381433d037a,2021-03-15,0.0
20,e965d1447d42a1739c90e381433d037a,2021-03-22,0.0
27,e965d1447d42a1739c90e381433d037a,2021-03-29,48.107537163626375
34,e965d1447d42a1739c90e381433d037a,2021-04-05,0.0
41,e965d1447d42a1739c90e381433d037a,2021-04-12,0.0
48,e965d1447d42a1739c90e381433d037a,2021-04-19,0.0
55,e965d1447d42a1739c90e381433d037a,2021-04-26,0.0
62,e965d1447d42a1739c90e381433d037a,2021-05-03,0.0
69,e965d1447d42a1739c90e381433d037a,2021-05-10,0.0
76,e965d1447d42a1739c90e381433d037a,2021-05-17,0.0
83,e965d1447d42a1739c90e381433d037a,2021-05-24,0.0
90,e965d1447d42a1739c90e381433d037a,2021-05-31,10.091821882463819
97,e965d1447d42a1739c90e381433d037a,2021-06-07,14.542061275906235
6,128bd36bcc48f52f4cc670334067192d,2021-03-08,96.00000000000001
13,128bd36bcc48f52f4cc670334067192d,2021-03-15,193.3333333333344
20,128bd36bcc48f52f4cc670334067192d,2021-03-22,0.33333333333325754
27,128bd36bcc48f52f4cc670334067192d,2021-03-29,0.0
34,128bd36bcc48f52f4cc670334067192d,2021-04-05,0.0
41,128bd36bcc48f52f4cc670334067192d,2021-04-12,0.0
48,128bd36bcc48f52f4cc670334067192d,2021-04-19,0.0
55,128bd36bcc48f52f4cc670334067192d,2021-04-26,0.0
62,128bd36bcc48f52f4cc670334067192d,2021-05-03,0.0
69,128bd36bcc48f52f4cc670334067192d,2021-05-10,0.0
76,128bd36bcc48f52f4cc670334067192d,2021-05-17,0.0
83,128bd36bcc48f52f4cc670334067192d,2021-05-24,0.0
90,128bd36bcc48f52f4cc670334067192d,2021-05-31,0.0
97,128bd36bcc48f52f4cc670334067192d,2021-06-07,0.0
6,794ccb95ffb62cebc2168f45baf23bc9,2021-03-08,23.1749131944447
13,794ccb95ffb62cebc2168f45baf23bc9,2021-03-15,79.23502604166629
20,794ccb95ffb62cebc2168f45baf23bc9,2021-03-22,1.4210854715202004e-14
27,794ccb95ffb62cebc2168f45baf23bc9,2021-03-29,72.83691406250006
34,794ccb95ffb62cebc2168f45baf23bc9,2021-04-05,2.6996527777778
41,794ccb95ffb62cebc2168f45baf23bc9,2021-04-12,0.0
48,794ccb95ffb62cebc2168f45baf23bc9,2021-04-19,0.0
55,794ccb95ffb62cebc2168f45baf23bc9,2021-04-26,0.0
62,794ccb95ffb62cebc2168f45baf23bc9,2021-05-03,0.0
69,794ccb95ffb62cebc2168f45baf23bc9,2021-05-10,0.0
76,794ccb95ffb62cebc2168f45baf23bc9,2021-05-17,0.0
83,794ccb95ffb62cebc2168f45baf23bc9,2021-05-24,0.0
90,794ccb95ffb62cebc2168f45baf23bc9,2021-05-31,0.0
97,794ccb95ffb62cebc2168f45baf23bc9,2021-06-07,0.0
6,1ba569f60bb641ca0cba2295611b7f7b,2021-03-08,40.077907986111654
13,1ba569f60bb641ca0cba2295611b7f7b,2021-03-15,0.0
20,1ba569f60bb641ca0cba2295611b7f7b,2021-03-22,0.0
27,1ba569f60bb641ca0cba2295611b7f7b,2021-03-29,0.0
34,1ba569f60bb641ca0cba2295611b7f7b,2021-04-05,0.0
41,1ba569f60bb641ca0cba2295611b7f7b,2021-04-12,0.0
48,1ba569f60bb641ca0cba2295611b7f7b,2021-04-19,0.0
55,1ba569f60bb641ca0cba2295611b7f7b,2021-04-26,0.0
62,1ba569f60bb641ca0cba2295611b7f7b,2021-05-03,0.0
69,1ba569f60bb641ca0cba2295611b7f7b,2021-05-10,0.0
76,1ba569f60bb641ca0cba2295611b7f7b,2021-05-17,15.329861111111768
83,1ba569f60bb641ca0cba2295611b7f7b,2021-05-24,821.8326822916656
90,1ba569f60bb641ca0cba2295611b7f7b,2021-05-31,46.56846788194434
97,1ba569f60bb641ca0cba2295611b7f7b,2021-06-07,0.0
6,2381502c8377cd46c68b1df99685b811,2021-03-08,2134.333333333299
13,2381502c8377cd46c68b1df99685b811,2021-03-15,6.000000000000455
20,2381502c8377cd46c68b1df99685b811,2021-03-22,0.0
27,2381502c8377cd46c68b1df99685b811,2021-03-29,0.0
34,2381502c8377cd46c68b1df99685b811,2021-04-05,3696.3333333334194
41,2381502c8377cd46c68b1df99685b811,2021-04-12,0.0
48,2381502c8377cd46c68b1df99685b811,2021-04-19,0.0
55,2381502c8377cd46c68b1df99685b811,2021-04-26,0.0
62,2381502c8377cd46c68b1df99685b811,2021-05-03,0.0
69,2381502c8377cd46c68b1df99685b811,2021-05-10,0.0
76,2381502c8377cd46c68b1df99685b811,2021-05-17,0.0
83,2381502c8377cd46c68b1df99685b811,2021-05-24,0.0
90,2381502c8377cd46c68b1df99685b811,2021-05-31,0.0
97,2381502c8377cd46c68b1df99685b811,2021-06-07,0.0
6,cbe79fd3229450ec19756795b05baf37,2021-03-08,77.19748263888641
13,cbe79fd3229450ec19756795b05baf37,2021-03-15,19.301757812507276
20,cbe79fd3229450ec19756795b05baf37,2021-03-22,6.522352430542469
27,cbe79fd3229450ec19756795b05baf37,2021-03-29,9.673394097223081
34,cbe79fd3229450ec19756795b05baf37,2021-04-05,0.0
41,cbe79fd3229450ec19756795b05baf37,2021-04-12,0.0
48,cbe79fd3229450ec19756795b05baf37,2021-04-19,0.0
55,cbe79fd3229450ec19756795b05baf37,2021-04-26,0.0
62,cbe79fd3229450ec19756795b05baf37,2021-05-03,0.0
69,cbe79fd3229450ec19756795b05baf37,2021-05-10,0.0
76,cbe79fd3229450ec19756795b05baf37,2021-05-17,232.87326388890915
83,cbe79fd3229450ec19756795b05baf37,2021-05-24,40.02495659722172
90,cbe79fd3229450ec19756795b05baf37,2021-05-31,225.32877604165515
97,cbe79fd3229450ec19756795b05baf37,2021-06-07,59.55620659722172
6,ca6434e4ad1907b2468ae7bdad4e707f,2021-03-08,94.70692274305509
13,ca6434e4ad1907b2468ae7bdad4e707f,2021-03-15,0.0
20,ca6434e4ad1907b2468ae7bdad4e707f,2021-03-22,0.0
27,ca6434e4ad1907b2468ae7bdad4e707f,2021-03-29,0.0
34,ca6434e4ad1907b2468ae7bdad4e707f,2021-04-05,0.0
41,ca6434e4ad1907b2468ae7bdad4e707f,2021-04-12,0.0
48,ca6434e4ad1907b2468ae7bdad4e707f,2021-04-19,0.0
55,ca6434e4ad1907b2468ae7bdad4e707f,2021-04-26,0.0
62,ca6434e4ad1907b2468ae7bdad4e707f,2021-05-03,0.0
69,ca6434e4ad1907b2468ae7bdad4e707f,2021-05-10,0.0
76,ca6434e4ad1907b2468ae7bdad4e707f,2021-05-17,0.0
83,ca6434e4ad1907b2468ae7bdad4e707f,2021-05-24,96.95095486111171
90,ca6434e4ad1907b2468ae7bdad4e707f,2021-05-31,0.0
97,ca6434e4ad1907b2468ae7bdad4e707f,2021-06-07,0.0
6,78967fb3fa0dac4130edcbce710979e1,2021-03-08,193.9999999999984
13,78967fb3fa0dac4130edcbce710979e1,2021-03-15,0.6666666666666288
20,78967fb3fa0dac4130edcbce710979e1,2021-03-22,0.0
27,78967fb3fa0dac4130edcbce710979e1,2021-03-29,0.0
34,78967fb3fa0dac4130edcbce710979e1,2021-04-05,0.0
41,78967fb3fa0dac4130edcbce710979e1,2021-04-12,0.0
48,78967fb3fa0dac4130edcbce710979e1,2021-04-19,0.0
55,78967fb3fa0dac4130edcbce710979e1,2021-04-26,4.666666666667197
62,78967fb3fa0dac4130edcbce710979e1,2021-05-03,0.0
69,78967fb3fa0dac4130edcbce710979e1,2021-05-10,0.0
76,78967fb3fa0dac4130edcbce710979e1,2021-05-17,0.0
83,78967fb3fa0dac4130edcbce710979e1,2021-05-24,0.0
90,78967fb3fa0dac4130edcbce710979e1,2021-05-31,0.0
97,78967fb3fa0dac4130edcbce710979e1,2021-06-07,0.0
6,a952348aaa983518f6918cf616e1bcd5,2021-03-08,38.33333333333758
13,a952348aaa983518f6918cf616e1bcd5,2021-03-15,20.999999999990905
20,a952348aaa983518f6918cf616e1bcd5,2021-03-22,0.0
27,a952348aaa983518f6918cf616e1bcd5,2021-03-29,0.0
34,a952348aaa983518f6918cf616e1bcd5,2021-04-05,0.0
41,a952348aaa983518f6918cf616e1bcd5,2021-04-12,0.0
48,a952348aaa983518f6918cf616e1bcd5,2021-04-19,0.0
55,a952348aaa983518f6918cf616e1bcd5,2021-04-26,4.333333333341216
62,a952348aaa983518f6918cf616e1bcd5,2021-05-03,126.6666666666506
69,a952348aaa983518f6918cf616e1bcd5,2021-05-10,0.0
76,a952348aaa983518f6918cf616e1bcd5,2021-05-17,0.0
83,a952348aaa983518f6918cf616e1bcd5,2021-05-24,0.0
90,a952348aaa983518f6918cf616e1bcd5,2021-05-31,0.0
97,a952348aaa983518f6918cf616e1bcd5,2021-06-07,8.66666666668334
6,f3d8e228343d50683130a9031a8785f0,2021-03-08,2247.6000000001727
13,f3d8e228343d50683130a9031a8785f0,2021-03-15,284.4000000000019
20,f3d8e228343d50683130a9031a8785f0,2021-03-22,0.0
27,f3d8e228343d50683130a9031a8785f0,2021-03-29,0.0
34,f3d8e228343d50683130a9031a8785f0,2021-04-05,202.59999999975844
41,f3d8e228343d50683130a9031a8785f0,2021-04-12,55.60000000000582
48,f3d8e228343d50683130a9031a8785f0,2021-04-19,0.0
55,f3d8e228343d50683130a9031a8785f0,2021-04-26,325.400000000016
62,f3d8e228343d50683130a9031a8785f0,2021-05-03,74.00000000001455
69,f3d8e228343d50683130a9031a8785f0,2021-05-10,0.0
76,f3d8e228343d50683130a9031a8785f0,2021-05-17,1587.000000000051
83,f3d8e228343d50683130a9031a8785f0,2021-05-24,8.799999999995634
90,f3d8e228343d50683130a9031a8785f0,2021-05-31,12119.400000000001
97,f3d8e228343d50683130a9031a8785f0,2021-06-07,0.0
6,785a99b9898964118f3ea308a90019b3,2021-03-08,387.3333333333312
13,785a99b9898964118f3ea308a90019b3,2021-03-15,196.00000000000318
20,785a99b9898964118f3ea308a90019b3,2021-03-22,143.99999999999636
27,785a99b9898964118f3ea308a90019b3,2021-03-29,93.66666666666697
34,785a99b9898964118f3ea308a90019b3,2021-04-05,0.0
41,785a99b9898964118f3ea308a90019b3,2021-04-12,0.0
48,785a99b9898964118f3ea308a90019b3,2021-04-19,54.333333333335304
55,785a99b9898964118f3ea308a90019b3,2021-04-26,173.0
62,785a99b9898964118f3ea308a90019b3,2021-05-03,143.6666666666706
69,785a99b9898964118f3ea308a90019b3,2021-05-10,26.0
76,785a99b9898964118f3ea308a90019b3,2021-05-17,1071.3333333333248
83,785a99b9898964118f3ea308a90019b3,2021-05-24,137.0
90,785a99b9898964118f3ea308a90019b3,2021-05-31,0.0
97,785a99b9898964118f3ea308a90019b3,2021-06-07,0.0
6,83942acc2e66fc48543ab097f5436013,2021-03-08,41.531032986111114
13,83942acc2e66fc48543ab097f5436013,2021-03-15,0.6618923611111072
20,83942acc2e66fc48543ab097f5436013,2021-03-22,0.0
27,83942acc2e66fc48543ab097f5436013,2021-03-29,0.0
34,83942acc2e66fc48543ab097f5436013,2021-04-05,0.0
41,83942acc2e66fc48543ab097f5436013,2021-04-12,0.0
48,83942acc2e66fc48543ab097f5436013,2021-04-19,0.0
55,83942acc2e66fc48543ab097f5436013,2021-04-26,0.0
62,83942acc2e66fc48543ab097f5436013,2021-05-03,0.0
69,83942acc2e66fc48543ab097f5436013,2021-05-10,173.2465277777777
76,83942acc2e66fc48543ab097f5436013,2021-05-17,1409.6527777777778
83,83942acc2e66fc48543ab097f5436013,2021-05-24,0.0
90,83942acc2e66fc48543ab097f5436013,2021-05-31,0.0
97,83942acc2e66fc48543ab097f5436013,2021-06-07,0.0
6,77014d4bd049dbcbd6bc1a469c9f9062,2021-03-08,15.66666666666822
13,77014d4bd049dbcbd6bc1a469c9f9062,2021-03-15,71.83333333333223
20,77014d4bd049dbcbd6bc1a469c9f9062,2021-03-22,3.8333333333333712
27,77014d4bd049dbcbd6bc1a469c9f9062,2021-03-29,0.0
34,77014d4bd049dbcbd6bc1a469c9f9062,2021-04-05,31.16666666666606
41,77014d4bd049dbcbd6bc1a469c9f9062,2021-04-12,20.500000000000114
48,77014d4bd049dbcbd6bc1a469c9f9062,2021-04-19,17.0
55,77014d4bd049dbcbd6bc1a469c9f9062,2021-04-26,189.66666666666606
62,77014d4bd049dbcbd6bc1a469c9f9062,2021-05-03,4.333333333333485
69,77014d4bd049dbcbd6bc1a469c9f9062,2021-05-10,0.0
76,77014d4bd049dbcbd6bc1a469c9f9062,2021-05-17,0.0
83,77014d4bd049dbcbd6bc1a469c9f9062,2021-05-24,0.0
90,77014d4bd049dbcbd6bc1a469c9f9062,2021-05-31,502.8333333333369
97,77014d4bd049dbcbd6bc1a469c9f9062,2021-06-07,50.833333333333485
6,a8a589e0e6ac569cc64264aab9438e44,2021-03-08,0.6710069444444495
13,a8a589e0e6ac569cc64264aab9438e44,2021-03-15,4.18836805555555
20,a8a589e0e6ac569cc64264aab9438e44,2021-03-22,0.0
27,a8a589e0e6ac569cc64264aab9438e44,2021-03-29,1.8663194444444455
34,a8a589e0e6ac569cc64264aab9438e44,2021-04-05,8.881784197001252e-16
41,a8a589e0e6ac569cc64264aab9438e44,2021-04-12,0.0
48,a8a589e0e6ac569cc64264aab9438e44,2021-04-19,4.19921875
55,a8a589e0e6ac569cc64264aab9438e44,2021-04-26,0.0
62,a8a589e0e6ac569cc64264aab9438e44,2021-05-03,0.0
69,a8a589e0e6ac569cc64264aab9438e44,2021-05-10,0.0
76,a8a589e0e6ac569cc64264aab9438e44,2021-05-17,0.0
83,a8a589e0e6ac569cc64264aab9438e44,2021-05-24,0.0
90,a8a589e0e6ac569cc64264aab9438e44,2021-05-31,0.0
97,a8a589e0e6ac569cc64264aab9438e44,2021-06-07,0.0
6,bebee8ce1774d8073f20a7fc7a032ef1,2021-03-08,7.83463541666675
13,bebee8ce1774d8073f20a7fc7a032ef1,2021-03-15,0.24696180555555003
20,bebee8ce1774d8073f20a7fc7a032ef1,2021-03-22,0.0
27,bebee8ce1774d8073f20a7fc7a032ef1,2021-03-29,78.27690972222223
34,bebee8ce1774d8073f20a7fc7a032ef1,2021-04-05,2.435980902777885
41,bebee8ce1774d8073f20a7fc7a032ef1,2021-04-12,9.000651041666458
48,bebee8ce1774d8073f20a7fc7a032ef1,2021-04-19,6.158854166666714
55,bebee8ce1774d8073f20a7fc7a032ef1,2021-04-26,0.0
62,bebee8ce1774d8073f20a7fc7a032ef1,2021-05-03,0.0
69,bebee8ce1774d8073f20a7fc7a032ef1,2021-05-10,0.0
76,bebee8ce1774d8073f20a7fc7a032ef1,2021-05-17,0.0
83,bebee8ce1774d8073f20a7fc7a032ef1,2021-05-24,0.0
90,bebee8ce1774d8073f20a7fc7a032ef1,2021-05-31,0.0
97,bebee8ce1774d8073f20a7fc7a032ef1,2021-06-07,0.0
6,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-03-08,57.99999999999545
13,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-03-15,53.99999999999818
20,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-03-22,0.0
27,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-03-29,0.0
34,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-04-05,0.0
41,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-04-12,0.0
48,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-04-19,0.0
55,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-04-26,0.0
62,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-05-03,0.0
69,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-05-10,0.0
76,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-05-17,10.33333333334349
83,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-05-24,68.66666666666288
90,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-05-31,0.0
97,fa5f0ab5dd4dcc685fac33fbb2d162a7,2021-06-07,365.8333333333353
6,e62af0e8a589d1eb2dd8b751e7c73fa1,2021-03-08,114.01391898261068
13,e62af0e8a589d1eb2dd8b751e7c73fa1,2021-03-15,0.0
